,sentence,field,form_subj,lemma_subj,form_verb,lemma_verb,form_obj,lemma_obj,clean
4257,Problemen i Brittiska Loomis fortsätter och koncernen byter nu strategi.,прятать,problemen,problem,byter,byta,strategi,strategi,True
4258,Glömmer vilka summor som ständigt och alltid byter ägare och hur pass hänsynslöst man kan utnyttja vem som helst till vad som helst för att suga ut den allra sista jävla dollarn ur folk.,прятать,som,som,byter,byta,ägare,ägare,True
4259,I natt blev det även klart att Anaheim byter tränare.,прятать,anaheim,anaheim,byter,byta,tränare,tränare,True
4260,"Michael Robertson, grundare av Linspire, är inte imponerad av Apples byte till Intel: Det är ju inte större än om de hade bytt hårddiskmodell.",прятать,de,de,bytt,byta,,,True
4261,En ytterligare del i denna utveckling är förändrade sociala mönster i samhället där människor lever längre från varandra och därmed inte kan ta hand om varandra på samma sätt som tidigare.,прятать,del,del,förändrade,förändra,mönster,mönst,True
4262,Men han säger att läkarföreningen anser att det nuvarande jour- och beredskapssystemet är flexibelt och tillgodoser kraven på en god arbetsmiljö.- Man kan göra anpassningar men man behöver inte byta schemaläggningssystem.,прятать,man,man,byta,byta,schemaläggningssystem,schemaläggningssystem,True
4263,"En svensk ekobrottsadvokat som med plånbokens kpkraft låter sig sjlv vara såpass anglofil att han då och då ""byter"" upp sina jaguarer Vilka i Sverige har det som han?",прятать,han,han,byter,byta,jaguarer,jaguar,True
4264,"Ett plus medan du sitter vid spelborden är bara fiktivt: först när du växlat in markerna till ""riktiga"" dollarsedlar på utvägen är saken klar!",прятать,du,du,växlat,växla,markerna,marke,True
4265,"Tidigare har vi inte gjort våra läxor tillräckligt bra, det måste vi ändra nu.",прятать,vi,vi,ändra,ändra,det,den,True
4266,Hans inställning är att det är viktigt med hastighetsgränser som trafikanterna upplever som rimliga och då kan det också vara så att man ändrar hastigheten på en given vägsträcka under dygnet för att anpassa den efter trafiktätheten.,прятать,man,man,ändrar,ändra,hastigheten,hastighet,True
4267,Samtidigt byter Miljö- och samhällsbyggnadsdepartementet namn till Miljödepartementet och Utbildnings- och kulturdepartementet byter namn till Utbildningsdepartementet.,прятать,miljö,miljö,byter,byta,namn,namn,True
4268,Samtidigt byter Miljö- och samhällsbyggnadsdepartementet namn till Miljödepartementet och Utbildnings- och kulturdepartementet byter namn till Utbildningsdepartementet.,прятать,kulturdepartementet,kulturdepartement,byter,byta,namn,namn,True
4269,Ägaren BMW vågar inte ändra ett vinnande koncept för mycket.,прятать,vågar,våg,ändra,ändra,koncept,koncept,True
4270,"CIA har ändrat i texten om Irans president Mahmoud Ahmadinejad, den förre CIA-chefen Porter Goss samt tevekändisen Oprah Winfrey.",прятать,cia,cia,ändrat,ändra,mahmoud,mahmoud,True
4271,"Många digital-tv-tittare är dessutom vana vid att programinformationen visas varje gång man byter kanal, men här måste du klicka fram den själv.",прятать,vana,van,byter,byta,kanal,kanal,True
4272,"Många digital-tv-tittare är dessutom vana vid att programinformationen visas varje gång man byter kanal, men här måste du klicka fram den själv.",прятать,man,man,byter,byta,kanal,kanal,True
4273,Det är tänkt att barnen ska byta klassrum och fritidslokaler.,прятать,barnen,barn,byta,byta,klassrum,klassrum,True
4274,Men en helt ny generation har bytt ut den stereotypa solchartern mot naturupplevelsen med husvagn eller husbil.,прятать,generation,generation,bytt,byta,solchartern,solcharter,True
4275,"Ska jag ha skuldkänslor för att jag inte orkar ta in all smärta, för att jag byter kanal på tv:n?",прятать,jag,jag,byter,byta,kanal,kanal,True
4276,Föräldrar och andra vuxna måste ändra sin attityd om Sverige ska få fart på företagandet.,прятать,föräldrar,förälder,ändra,ändra,attityd,attityd,True
4277,På sin gamla arbetsplats använde han Marratechs teknik för distansmöten.När han bytte jobb och började på Google introducerade han Marratechs lösning där.,прятать,han,han,bytte,byta,jobb,jobb,True
4279,Undermedvetet ändrar du din kost.,прятать,du,du,ändrar,ändra,undermedvetet,undermedveten,True
4281,Lantbrukarnas Riksförbund (LRF) byter vd.,прятать,riksförbund,riksförbund,byter,byta,vd,vd,True
4282,"Hovrätten ändrade domen till skyddstillsyn, bland annat med motiveringen att kvinnan hade lagt ned ett betydande belopp på alkolåset.",прятать,hovrätten,hovrätt,ändrade,ändra,domen,dom,True
4283,"Det är mycket möjligt att jag kommer att byta ut någon dag i framtiden, säger hon.",прятать,jag,jag,byta,byta,dag,dag,True
4284,"I dag är det en av faktorerna som man lägger in i bedömningen när man ska byta operatör, men det är ingen fråga för morgondagen.",прятать,man,man,byta,byta,operatör,operatör,True
4285,Du viftar helt enkelt med handen framför högtalaren för att att t ex byta radiostation eller sänka volymen.,прятать,t,t,byta,byta,radiostation,radiostation,True
4286,"Det är bedrövligt att vi kunnat hamna mellan stolarna på det här sättet på grund av att regeringen ändrat reglerna, säger Anne-Christine resignerat.",прятать,regeringen,regering,ändrat,ändra,,,True
4287,"Viruset försöker också stjäla programnycklarna för ett antal spel, om det hittar dem på datorn.Processer byter dataRpc är en så kallad ipc-mekanism (interprocess communication).",прятать,datarpc,datarpc,byter,byta,ipc,ipc,True
4288,"Vi måste ändra strafflagstiftningen så att upprepad brottslighet betraktas hårdare, inte minst mot en brottslighet som är allmänfarlig.",прятать,vi,vi,ändra,ändra,strafflagstiftningen,strafflagstiftning,True
4289,"Med en tioårig grundskola där förskoleklassen blir den första måste man också förändra lärarutbildningen, säger Eva-Lis Preisz, ordförande i Lärarförbundet.",прятать,man,man,förändra,förändra,lärarutbildningen,lärarutbildning,True
4290,En vass taktiker som kan ändra strategi på ett ögonblick.,прятать,som,som,ändra,ändra,strategi,strategi,True
4291,Han hänvisade till sin företrädare Helmut Kohl som 1982 på samma sätt fick till stånd ett nyval för att stärka sin majoritet sedan han valts till förbundskansler genom att det liberala partiet bytt sida.,прятать,partiet,parti,bytt,byta,sida,sida,True
4292,Vi får ett par veckor på oss att ordna barnomsorg och försöka lösa de problem som uppstår när vi byter arbetstider.,прятать,vi,vi,byter,byta,arbetstider,arbetstid,True
4293,Efter kriget bytte Karin Lannby namn.,прятать,karin,karin,bytte,byta,namn,namn,True
4294,Detta innebär att alla användare själva kan ändra programmeringen och utveckla den så att den passar de egna syftena.,прятать,användare,användare,ändra,ändra,programmeringen,programmering,True
4295,"Trots att det varit jobbigt skulle jag inte vilja byta bort den här tiden, säger Katarina.",прятать,jag,jag,byta,byta,tiden,tid,True
4296,"John Arne Riise distansskott ändrar riktning på Daniel Majstorovic (in för Teddy Lucic till andra halvlek), Gustafsson halkar och slår själv in bollen.",прятать,arne,arne,ändrar,ändra,riktning,riktning,True
4297,"John Arne Riise distansskott ändrar riktning på Daniel Majstorovic (in för Teddy Lucic till andra halvlek), Gustafsson halkar och slår själv in bollen.",прятать,lucic,lucic,ändrar,ändra,riktning,riktning,True
4298,"På vänsterkanten bytte vi in Jon som hade tre eller fyra genombrott bakom backlinjen, medan den andre yttermittfältaren avgjorde matchen.",прятать,vi,vi,bytte,byta,jon,jon,True
4299,"Men hudfläckar ändrar sig, födelsemärken växer, ändrar sig eller skiftar färg - då är det dags att en läkare tar en titt på dem.",прятать,hudfläckar,hudfläcka,ändrar,ändra,sig,sig,True
4300,Efter ett år byter hon ringar med Jesse James.,прятать,hon,hon,byter,byta,ringar,ring,True
4301,Men vädret kan ändra sig betydligt snabbare än så.,прятать,vädret,väder,ändra,ändra,sig,sig,True
4302,Men det växlar hela tiden.,прятать,det,den,växlar,växla,tiden,tid,True
4303,"Iridium är ett set med grafiska ""teman"" som förändrar utseendet i OS X och de flesta program.",прятать,som,som,förändrar,förändra,utseendet,utseende,True
4304,"Olmerts möte med Hosni Mubarak markerar trettioårsdagen av den egyptiske presidenten Anwar Sadats resa till Jerusalem, som ändrade Mellanösterns politik för all framtid.",прятать,som,som,ändrade,ändra,politik,politik,True
4305,"Kd är ensamt om att vilja ersätta fastighetsskatten med en kommunal avgift.- Moderaterna har inte ändrat synen på fastighetsskatten, sa Fredrik Reinfeldt.",прятать,moderaterna,moderat,ändrat,ändra,synen,syn,True
4306,"Kostnaden för Sesar, som av juridiska skäl bytt namn från Sesame, sprids ut över lång tid.",прятать,som,som,bytt,byta,namn,namn,True
4307,Föräldrarådet tycker att det vore rimligt att man i åtminstone en övergångsperiod på ett år kan göra ett undantag för de elever som måste byta skola.,прятать,som,som,byta,byta,skola,skola,True
4308,"Ett inlägg mot AIK-målet ändrade riktning på en försvarare, boillen fick en konstig skruv och målvakten Stefan Ekström fick inte grepp på den.",прятать,inlägg,inlägg,ändrade,ändra,riktning,riktning,True
4309,Bensinkedjan Nordic Oil byter ägare och ett av bolagen i koncernen försätts i konkurs.,прятать,nordic,nordic,byter,byta,ägare,ägare,True
4310,"Sedan tidigare har Microsoft bytt ut två kretsar på 90 nanometer i Xbox 360, mot kretsar på 65 nanometer.",прятать,microsoft,microsoft,bytt,byta,kretsar,krets,True
4311,Bodström kommer dock att vara kvar som riksdagsman för (s). - Efter sju år som JämO känner jag att jag vill förändra min arbetssituation.,прятать,jag,jag,förändra,förändra,arbetssituation,arbetssituation,True
4312,Expressens sportchef Magnus Alselind byter jobb och blir en av tidningens två redaktionschefer.,прятать,magnus,magnus,byter,byta,jobb,jobb,True
4313,Jag var 18 år när jag bytte till mig mitt första självporträtt med en kollega.,прятать,jag,jag,bytte,byta,självporträtt,självporträtt,True
4315,"Och personligen har jag inte ändrat åsikt, jag tror inte det blir någon fusion.",прятать,jag,jag,ändrat,ändra,åsikt,åsikt,True
4316,Därmed är det klart att en av svensk fotbolls största talanger byter klubb.,прятать,talanger,talang,byter,byta,klubb,klubb,True
4317,"Om det skulle skydda mot fågelinfluensa måste man förändra vaccinet och den nivån har vi inte kommit till, säger Nils Lycke.",прятать,man,man,förändra,förändra,vaccinet,vaccin,True
4318,Personliga kontakter är det vanligaste tillvägagångssättet när man vill byta jobb i norra Sverige.,прятать,man,man,byta,byta,jobb,jobb,True
4319,"Orsaken är oftast att de byter sin rätt till övertidsersättning mot en extra semestervecka, en överenskommelse som den anställda oftast förlorar på.",прятать,de,de,byter,byta,rätt,rätt,True
4320,"Andreas Carlgren har därför försökt förklara för de andra nordiska ministrarna att Sverige inte på något sätt ändrat sin linje gentemot anläggningen, som kritiserats för att läcka radioaktivitet.",прятать,sverige,sverige,ändrat,ändra,linje,linje,True
4321,Per säger: Hur förändrade du dina matvanor?,прятать,du,du,förändrade,förändra,matvanor,matvana,True
4322,Företaget har bytt ut ett stor antal NT-servrar mot 14 HP-servrar som kör VMware ESX Server.,прятать,företaget,företag,bytt,byta,nt,nt,True
4323,Thoresen petad i Edmonton – nu vill han byta klubb.,прятать,thoresen,thoresen,byta,byta,klubb,klubb,True
4324,Thoresen petad i Edmonton – nu vill han byta klubb.,прятать,han,han,byta,byta,klubb,klubb,True
4325,Menar vi allvar får vi förtroende från dem som bor här och då kan vi förändra de attityder som måste förändras.,прятать,vi,vi,förändra,förändra,attityder,attityd,True
4326,Bodström vill vidare att EU-länders polis ska kunna byta ut information om brottsutredningar lika lätt som om det handlade om två polisdistrikt i samma land.,прятать,eu,eu,byta,byta,information,information,True
4327,Bodström vill vidare att EU-länders polis ska kunna byta ut information om brottsutredningar lika lätt som om det handlade om två polisdistrikt i samma land.,прятать,polis,polis,byta,byta,information,information,True
4328,De flesta som vill byta några ord med Henrik Lax verkar på förhand övertygade om hans förträfflighet.,прятать,som,som,byta,byta,ord,ord,True
4329,Annonsörföreningen byter namn till Sveriges Annonsörer AB eller Sveriges Annonsörer Service AB.,прятать,annonsörföreningen,annonsörförening,byter,byta,namn,namn,True
4330,Sedan bytte han färg på kritorna och tecknade en ny bild &ndash; av en flygel.,прятать,han,han,bytte,byta,färg,färg,True
4331,NYHETER: Hennes & Mauritz har inte ändrat sin strategi och bolagets ambition är att inte höja priserna.,прятать,hennes,hennes,ändrat,ändra,strategi,strategi,True
4332,Men polisen i Portugal ändrar sig.,прятать,polisen,polis,ändrar,ändra,sig,sig,True
4333,Alla människor är olika och därför är min metod utvecklad på de sätt att du genom tester i boken får reda på just vad du behöver förändra.,прятать,du,du,förändra,förändra,vad,vad,True
4334,Då ändrade vi en millimeter på pjäxorna och då blev det succé.,прятать,vi,vi,ändrade,ändra,millimeter,millimet,True
4335,"Förra hösten började hon på allvar fundera över hur hon skulle förändra sin situation, delvis inspirerad av boken om Veronika.",прятать,hon,hon,förändra,förändra,situation,situation,True
4336,Något landslaget bör förändra inför EM-kvalet?,прятать,landslaget,landslag,förändra,förändra,kvalet,kval,True
4337,"Aktier för 14,9 miljarder kronor hann byta ägare.",прятать,kronor,krona,byta,byta,ägare,ägare,True
4338,"Särskilt om verksamheten är händelsestyrd som i Rädda Barnens fall, där en naturkatastrof helt ändrar förutsättningarna.",прятать,naturkatastrof,naturkatastrof,ändrar,ändra,förutsättningarna,förutsättning,True
4339,Varför måste jag ange administratörslösenordet varje gång jag vill ändra tid och klockslag?,прятать,jag,jag,ändra,ändra,tid,tid,True
4340,Läkemedelsjätten Astra Zeneca byter vd vid årsskiftet.,прятать,zeneca,zeneca,byter,byta,vd,vd,True
4341,"Magsårsbakterien Helicobacter pylori ändrar skepnad av salt - ju mer salt det finns i magsäcken och tolvfingertarmen, desto mer sjukdomsframkallande blir den bakterie som man idag vet ligger bakom magsår och ökad risk för magcancer.",прятать,pylori,pylori,ändrar,ändra,skepnad,skepnad,True
4342,Jyri Marttinen bytte bänken i Timrå till hjälteroll i Skellefteå.,прятать,jyri,jyri,bytte,byta,bänken,bänk,True
4343,"Om du byter tre vanliga kranar mot snålspolande, sparas upp till 40 procent av varmvatten- åtgången.",прятать,du,du,byter,byta,kranar,krane,True
4344,Ida Gabrielsson betonar under intervjuns gång att anledningen till att hon är engagerad är för att hon i grund och botten vill förändra sin egen situation och därmed många andras.,прятать,hon,hon,förändra,förändra,situation,situation,True
4345,"GÄVLEJust nu sommarjobbar hon på hemtjänsten i Gävle.Men snart ska Sigrid Nilsson, 19, byta ut gamlingarna mot ett gäng hormonstinna killar.Under nästan ett års tid ska hon göra lumpen som sambandsplutonbefäl vid S1 i Enköping.",прятать,sigrid,sigrid,byta,byta,gamlingarna,gamling,True
4346,"Patrick Jansson säger: Jag hade en ""svacka"" på 2 veckor men då ändrade jag min motion och vips så var jag igång igen.",прятать,jag,jag,ändrade,ändra,motion,motion,True
4347,Anders och Måns byter målgrupp.,прятать,anders,and,byter,byta,målgrupp,målgrupp,True
4348,Därför vill hon att regeringen ändrar lagen - snabbt.,прятать,hon,hon,ändrar,ändra,lagen,lag,True
4349,Därför vill hon att regeringen ändrar lagen - snabbt.,прятать,regeringen,regering,ändrar,ändra,lagen,lag,True
4350,"Vi ändrar inte vårt budskap till skolorna, säger förvaltningschefen Ingrid Björklin.",прятать,vi,vi,ändrar,ändra,budskap,budskap,True
4351,Att samhället skulle ändra sin attityd till dem.,прятать,samhället,samhälle,ändra,ändra,attityd,attityd,True
4352,"Ett av Iraks viktigaste shiamuslimska partier byter namn, vilket tolkas som ett försök att distansera sig från Iran.",прятать,ett,en,byter,byta,namn,namn,True
4353,Seniorspelare som representerar en förening i förbundsserierna enligt TB 4:1 kan under tiden 16 maj&ndash;19 oktober 2005 byta förening om alla tre parter är överens.,прятать,maj,maj,byta,byta,seniorspelare,seniorspelare,True
4354,Hela den marknaden har ändrat karaktär.,прятать,marknaden,marknad,ändrat,ändra,karaktär,karaktär,True
4356,"När Audio Video-kedjan runt årsskiftet förändrade sin profil, för att stärka sig mot konkurrenter som Expert och Euronics, protesterade många handlare och hoppade i stället över till Euronics.",прятать,audio,audio,förändrade,förändra,profil,profil,True
4357,"Finansminister Jean Borloo byter post och blir den franska regeringens nye andreman, i egenskap av minister med ansvar för miljö och hållbar utveckling.",прятать,jean,jean,byter,byta,post,post,True
4358,Då och då kommer en reparatör och byter ut något och sedan är det lugnt ett tag.,прятать,reparatör,reparatör,byter,byta,något,någon,True
4359,Först när människor ändrar attityd kan det bli ett slut på den barbariska sedvänjan.,прятать,människor,människa,ändrar,ändra,attityd,attityd,True
4360,Vi har sett att säkerhetsbranschen byter till ip-baserad teknik i allt större utsträckning.,прятать,säkerhetsbranschen,säkerhetsbransch,byter,byta,teknik,teknik,True
4361,"Men vi får försöka lösa det här och se över hur vi kan förändra kostnaderna, säger Hasselgren.Täby kommun har nu tre månader på sig att rätta till de områden där Skolverket kräver förändringar.",прятать,vi,vi,förändra,förändra,kostnaderna,kostnad,True
4362,På bolagsstämman framkom också att styrelsen och verkställande direktören som följd av minusresultatet arbetat fram en åtgärdsplan för att företaget snabbt ska kunna ändra inriktning och få ett positivt resultat kommande år.,прятать,företaget,företag,ändra,ändra,inriktning,inriktning,True
4363,"Nej, jag liksom hela laget gjorde en riktigt dålig match borta mot Örgryte (1-4) och tränaren bytte två spelare i paus.",прятать,tränaren,tränare,bytte,byta,spelare,spelare,True
4364,Ett litet gäng som byter jobb med varandra.,прятать,som,som,byter,byta,jobb,jobb,True
4365,"Därmed kan de ändra grundlagen, som anses ha bäddat för den politiska oredan.",прятать,de,de,ändra,ändra,grundlagen,grundlag,True
4366,"Att familjen faktiskt återförenades räcker inte för att rädda farföräldrarna, för ""Vad hjälpte det […] när fadern sänkte svärdet och sa: Res dig upp min son, Gud ändrade sig, jag behöver inte offra dig.",прятать,gud,gud,ändrade,ändra,sig,sig,True
4367,"Vi bytte ut deras lösenord omedelbart och meddelade dem att vi hade gjort det, säger han till CS.",прятать,vi,vi,bytte,byta,lösenord,lösenord,True
4368,Efter fusionen mellan det danska säkerhetsbolaget Group 4 Falck och brittiska Securicor förra året byter nu Falck i Sverige namn till Group 4 Securicor.,прятать,namn,namn,byter,byta,securicor,securica,True
4369,"""Fängelset förändrade mig"" Arvtagerskan fri efter 23 dagar.",прятать,fängelset,fängelse,förändrade,förändra,arvtagerskan,arvtagerska,True
4370,Fembarnspappan Rod Stewart får snart byta blöjor igen.,прятать,rod,rod,byta,byta,blöjor,blöja,True
4371,Efter att ha fotograferats byter hon kläder och förvandlas från futuristisk sminkdocka till mysklädd tonåring på bara några minuter.,прятать,hon,hon,byter,byta,kläder,kläder,True
4372,Blir ni höjdrädda när ni ska byta segel?,прятать,ni,ni,byta,byta,segel,segel,True
4373,"Hovrätten ändrar därmed tingsrätten, som i april dömde Olsson till livstids fängelse.",прятать,hovrätten,hovrätt,ändrar,ändra,tingsrätten,tingsrätt,True
4374,Men det är ett förhållande som politikerna tämligen enkelt borde kunna ändra på.,прятать,politikerna,politiker,ändra,ändra,som,som,True
4375,Enligt Skatteverket är det inte ovanligt att dessa personer självmant byter nationalitet när de väl fått asyl i Sverige.,прятать,personer,person,byter,byta,nationalitet,nationalitet,True
4376,Bor man i lägenhet sparas upp till en tiondel av bostadens elförbrukning om man byter ut sin gamla kyl och frys mot nya och energisnålare varianter.,прятать,man,man,byter,byta,kyl,kyl,True
4377,Men efter två år utan att hitta en köpare ändrade bolaget strategi och beslutade att stanna kvar på marknaden.,прятать,bolaget,bolag,ändrade,ändra,strategi,strategi,True
4378,"Det vill vi förändra, för även unga människor förtjänar möjligheten till ett jobb.",прятать,vi,vi,förändra,förändra,det,den,True
4379,Men efter några timmar på Ale ring ändrar man uppfattning.,прятать,man,man,ändrar,ändra,uppfattning,uppfattning,True
4380,"Är vi inte nöjda med HD:s tolkning av lagen måste vi ändra den, säger Johan Pehrson.",прятать,vi,vi,ändra,ändra,den,den,True
4381,"Synd bara att ordet ""rasist"" ändrat betydelse, innebörd, likaså ""respekt"" och ""horaunder inflytande av vad?",прятать,ordet,ord,ändrat,ändra,betydelse,betydelse,True
4382,"Det är lite kul att de ändrat sig, måste jag säga.",прятать,de,de,ändrat,ändra,sig,sig,True
4383,Tusentals kronor bytte ägare varje kväll.,прятать,kronor,krona,bytte,byta,kväll,kväll,True
4385,Steg 2: Medan mannen är kvar i kvinnan byter han ställning så att han ligger mer ovanpå kvinnans höft.,прятать,han,han,byter,byta,ställning,ställning,True
4386,Men afrikanskorna bytte målvakt och började få försvarsspelet att fungera.,прятать,afrikanskorna,afrikanska,bytte,byta,målvakt,målvakt,True
4387,"Och i stormens öga: den utfattige studenten Raskolnikov - lysande spelad av Joel Kinnaman - som utvecklar tankar kring vad som skiljer vanliga människor från de ovanliga, de som tar sitt öde i egna händer och ändrar historiens gång.",прятать,de,de,ändrar,ändra,gång,gång,True
4388,"Ibland växlar lådan för tidigt, ibland för sent och ofta när jag inte förväntar mig någon växling alls.",прятать,lådan,låda,växlar,växla,växling,växling,True
4389,Försvaret var näst intill prickfritt mot Malmö och man ändrar ogärna ett vinnande lag.,прятать,man,man,ändrar,ändra,lag,lag,True
4390,"De kan plötsligt byta körfält, köra mot rött eller vara nära att köra på en barnvagn.",прятать,de,de,byta,byta,körfält,körfält,True
4391,4 En medelmåtta som Babis Stefanidis mordhotas för att han byter klubb inom Skåne.,прятать,han,han,byter,byta,klubb,klubb,True
4392,"I dag byter Malin Ewerlöf Krepp leken med Ida, 2, och Emma, sju månader, mot tävlingsallvaret i Stockholm Marathon.",прятать,malin,malin,byter,byta,leken,lek,True
4393,"Coop Forum Bygg & Trdgrd som har bytt namn till Coop Bygg, rullar ut en stor namnbyteskampanj.",прятать,som,som,bytt,byta,namn,namn,True
4394,Hon trodde inte skolan skulle finnas kvar och först blev jag arg när hon ville att jag skulle byta skola.,прятать,jag,jag,byta,byta,skola,skola,True
4395,Aktier för ett värde av 13 miljarder kronor bytte ägare.,прятать,aktier,akti,bytte,byta,ägare,äga,True
4396,Tänk om Lagerbäck kunde byta ut en av sina anfallare mot en back av samma höga klass.,прятать,lagerbäck,lagerbäck,byta,byta,en,man,True
4397,Kan inte Le Bureau byta namn till Le Spot för att hedra sin nya uppdragsgivare?,прятать,le,le,byta,byta,namn,namn,True
4398,Men efter en kvart tog del plötsligt fart och lagen bytte chanser under några intensiva minuter.,прятать,lagen,lag,bytte,byta,chanser,chans,True
4399,Men nu har partiet ändrat sig och under fredagen så skrev socialdemokraternas ordförande i kommunen Göran Dahlström under ett treårigt avtal med Länsstyrelsen.,прятать,partiet,parti,ändrat,ändra,sig,sig,True
4400,Förbundskaptenen Luis Aragones bytte bland annat ut Liverpools Fernando Torres mot Andres Iniesta - och det skulle visa sig bli mycket lyckat.,прятать,luis,lui,bytte,byta,fernando,fernando,True
4401,Bilder som Britt-Marie Trensmar tror kan förändra vår syn på mannen.,прятать,bilder,bild,förändra,förändra,syn,syn,True
4402,"Orsaken var att styrelsen ändrade kriterierna. - Normalt beräknas bonusen till 50 procent på finansiella mål, bland annat avkastning på sysselsatt kapital.",прятать,orsaken,orsak,ändrade,ändra,kriterierna,kriteri,True
4403,"Orsaken var att styrelsen ändrade kriterierna. - Normalt beräknas bonusen till 50 procent på finansiella mål, bland annat avkastning på sysselsatt kapital.",прятать,styrelsen,styrelse,ändrade,ändra,kriterierna,kriteri,True
4404,Kishti förklarar att hon tänkt låta Michel gå vidare men att hon nu ändrat sig.,прятать,hon,hon,ändrat,ändra,sig,sig,True
4405,Terrorismens idé är att sprida rädsla och rädslan förändrar samhället.,прятать,rädslan,rädsla,förändrar,förändra,samhället,samhälle,True
4406,Världens största webbhotell har bytt Linux och Apache till Windows Server 2003 och ISS.,прятать,webbhotell,webbhotell,bytt,byta,linux,linux,True
4407,"Klarar han att få över 300 ledamöter på koalitionens sida, kan han ändra grundlagen.",прятать,han,han,ändra,ändra,grundlagen,grundlag,True
4408,"Det tjatas ganska mycket om att vetenskapen ändrar sina sanningar då och då, men jag tycker att de flesta religioner har ett ännu sämre "";track record"";.",прятать,vetenskapen,vetenskap,ändrar,ändra,sanningar,sanning,True
4409,Men måste de byta namn.,прятать,de,de,byta,byta,namn,namn,True
4410,En av personerna ska så snart som möjligt byta arbetsställe.,прятать,en,man,byta,byta,arbetsställe,arbetsställe,True
4411,"Visst är det lätt att det blir underskattning, som mot San Marino när en av deras mittbackar undrade om vi kunde byta tröjor efter tio minuter.",прятать,vi,vi,byta,byta,tröjor,tröja,True
4412,Martin: Det här året har verkligen förändrat mitt liv.,прятать,året,år,förändrat,förändra,liv,liv,True
4413,Framtiden är redan här på www.hometv.sePimpa din RidePå www.BlueRide.se finner du massor av nödvändiga saker till bilen du inte visste du behövde.Vill du byta jobb?,прятать,du,du,byta,byta,jobb,jobb,True
4414,Efter det inträffade har SKL ändrat rutinerna för hur DNA-analyser redovisas.,прятать,skl,skl,ändrat,ändra,rutinerna,rutin,True
4415,Nästan varannan fondsparare skulle byta fonder oftare om de fick uppskov med skatten.,прятать,fondsparare,fondsparare,byta,byta,fonder,fond,True
4416,Det är inte bara Reklamförbundet som byter ut sin styrelse.,прятать,som,som,byter,byta,styrelse,styrelse,True
4417,För att undvika ett återkallande måste företagen byta ut de nyckelpersoner som misstänks och som därför kan riskera tillståndet.,прятать,företagen,företag,byta,byta,nyckelpersoner,nyckelperson,True
4418,Efter paus bytte AIK in Andreas Eriksson och gick ner på en trebackslinje.,прятать,aik,aik,bytte,byta,andreas,andreas,True
4419,"Det kändes väldigt skönt eftersom det betydde att vi blir tia istället för elva, säger Roland Nilsson som alltså bytte in sig själv i den 79:e minuten.",прятать,som,som,bytte,byta,sig,sig,True
4420,Sveriges Radio ändrar dessutom kvällens tablåer.,прятать,radio,radio,ändrar,ändra,tablåer,tablåa,True
4421,Är det någonting du vill ändra på?,прятать,du,du,ändra,ändra,det,den,True
4422,Transport kan stoppa Securitas värdetransporter om de inte ändrar sina rutiner för värdetransporter.,прятать,de,de,ändrar,ändra,rutiner,rutin,True
4423,"Det var under gårdagens häktningsförhandling som den 21-årige mannen ändrade sin tidigare historia, i vilken han nekade helt.",прятать,mannen,man,ändrade,ändra,historia,historia,True
4424,"Styrelsen byter inte majoritet förrän efter årsskiftet, rapporterar Radio Stockholm.Det borgerliga förslaget innebär att priserna för månadskort och enkelbiljetter blir högre.",прятать,styrelsen,styrelse,byter,byta,majoritet,majoritet,True
4425,Det innebär att den fina presentflaskan med flädersaft blir kvar på flygplatsen om du byter flyg vid t ex Heathrow.,прятать,du,du,byter,byta,flyg,flyg,True
4426,"Färdigstryk en gång, oftast två om du bytt färg.",прятать,du,du,bytt,byta,färg,färg,True
4427,Bland annat vill man förändra villkoren för bostadsbidraget.,прятать,man,man,förändra,förändra,villkoren,villkor,True
4428,Ombyggnaden av centrum var hon lite skeptisk till - men nu har hon ändrat sig.,прятать,hon,hon,ändrat,ändra,sig,sig,True
4429,"Jag försöker att köra ekonomiskt, men jag brukar bara kolla luften när jag byter däck två gånger om året.",прятать,jag,jag,byter,byta,däck,däck,True
4430,"Stockholm Regeringen ändrar jaktförordningen, men hoppas att de nya reglerna inte behöver användas.",прятать,regeringen,regering,ändrar,ändra,jaktförordningen,jaktförordning,True
4431,Jag känner att våldet måste få ett slut och att vi måste ändra ungdomars attityd.,прятать,vi,vi,ändra,ändra,attityd,attityd,True
4432,"De behöver ju inte ens byta bostadsort för att få mycket bättre villkor, säger hon.",прятать,de,de,byta,byta,bostadsort,bostadsort,True
4433,"Endera behövde jag manuellt och mödosamt ändra en låt i taget och lägga till Titel, artist och album.",прятать,jag,jag,ändra,ändra,låt,låt,True
4434,"Men vi kan förändra vårt eget beteende, och driva på för mindre skadliga resor, ungefär som för etiska placeringsregler.",прятать,vi,vi,förändra,förändra,beteende,beteende,True
4435,EU-direktiv: Varje land måste ändra den nationella lagstiftningen för att uppnå vissa inom unionen uppsatta mål.,прятать,eu,eu,ändra,ändra,lagstiftningen,lagstiftning,True
4436,Därför bytte vi in Chromik så ofta vi kunde också.,прятать,vi,vi,bytte,byta,chromik,chromik,True
4437,Mikael berättar med ett leende att han aldrig har gillat att ta de enkla vägarna och att det säkert är ett av skälen till att han vill byta yrke i stället för att försöka fortsätta leva på varumärket Renberg.,прятать,han,han,byta,byta,yrke,yrke,True
